domain,kingdom,phylum,class,order,family,genus,species,n_zotu,pident_mean,pident_median,pident_min,pident_max,qcov_mean,qcov_median,qcov_min,qcov_max,evalue_mean,evalue_median,evalue_min,evalue_max,nec_01,nec_02,pcr_ntc1,pcr_ntc2,pcr_ntc3,pcr_ntc4,rme_01,rme_02,rme_03,rme_04,rme_05,rme_06,rme_07,rme_08,rme_09,rme_10,rme_11,rme_12,rme_13,rme_14,rme_15,rme_16,rme_17,rme_18,rme_19,rme_20,rme_21,rme_22,rme_23,rme_24,rme_25,rme_26,rme_27,rme_28,rme_29,rme_30,rme_31,rme_32,rme_33,rme_34,rme_35,rme_36,rme_37,rme_38,rme_39,rme_40,rme_41,rme_42,rme_43,rme_44,rme_45,rmep_16,rmep_17,rmep_18,rmep_19,rmep_20,rmep_21,rmep_22,rmep_23,rmep_25,rmep_26,rmep_27,rmep_28,rmep_29,rmep_30,rmep_31,rmep_32,rmep_33,rmep_34,rmep_36,rmep_37,rmep_38,rmep_39,rmep_40,rmep_41,rmep_42,rmep_43,rmep_44,rmep_45
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus guttatus,125,97.12412826603325,96.992,95.492,100,97.76009501187649,100,60,100,5.997624703087886e-72,3.8799999999999995e-121,2.2899999999999997e-130,5.05e-69,0,0,0,0,0,0,3,0,2,7,2,0,6,0,8,2,4,2,0,0,0,0,0,10,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus nigrofuscus,144,98.46686342592592,98.444,96.617,100,96.96527777777777,97,88,100,3.7398602521139914e-117,1.7599999999999999e-125,2.2899999999999997e-130,1.28e-114,0,0,0,0,0,0,0,0,6,1,0,9,32,0,3,2,0,0,0,0,0,0,0,42,0,0,0,0,0,0,2,3,10,0,0,0,0,0,0,0,0,0,0,34,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus triostegus,217,97.97372839506173,98.054,95.319,100,97.45094217024041,98,88,100,8.984089882326876e-106,6.16e-125,2.2899999999999997e-130,1.11e-102,0,0,0,0,0,0,0,0,5,3,1,0,63,3,4,0,0,0,0,0,0,0,0,11,0,0,0,0,57,0,0,0,0,0,27,0,7,0,0,0,0,0,0,0,0,15,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Diadema,Diadema savignyi,35,96.85608571428571,96.899,94.961,97.984,98.34285714285714,100,96,100,5.401321706594285e-114,8.27e-117,3.0800000000000004e-122,1.8199999999999997e-112,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Sufflamen,LCA_dropped,4,98.46974999999999,98.4675,97.719,99.225,98.75,99,97,100,4.555425e-125,6.065e-125,1.17e-127,6.08e-125,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Thalassoma,LCA_dropped,194,98.24790079893475,98.45,95.42,99.615,98.96271637816245,100,76,100,6.018648834886818e-88,4.99e-126,2.2699999999999996e-130,9.04e-85,0,0,0,0,0,0,4,5,26,0,1,15,40,4,18,2,0,1,21,0,0,0,0,8,12,0,0,0,0,0,0,0,0,1,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,LCA_dropped,Pomacentridae,Plectroglyphidodon,LCA_dropped,18,97.12827777777778,97.059,96.296,98.127,99.11111111111111,100,97,100,1.1549379166666666e-122,7.59e-124,1.2e-127,1.1299999999999998e-121,0,0,0,0,0,0,0,0,2,0,0,0,8,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Penaeidae,Metapenaeopsis,Metapenaeopsis dalei,21,96.24802380952381,96.35900000000001,93.607,97.619,87.14285714285714,86,76,100,1.0321904761905132e-75,1.7800000000071e-76,1.02e-95,1.52e-74,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Alpheidae,Parabetaeus,Parabetaeus hummelincki,5,95.3,95.5,95,95.5,95,95,95,95,9.07e-86,1.65e-86,1.65e-86,2.02e-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus flavidus,2,95.44149999999999,95.673,94.258,96.154,100,100,100,100,2.940252133333333e-87,7.390000000000001e-91,1.74e-92,1.63e-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Scarus,Scarus schlegeli,14,97.95882857142857,98.069,95.911,99.228,97.71428571428571,96,96,100,1.1505173527289614e-119,1.4699999999999999e-126,5.4599999999999996e-132,7.109999999999999e-118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0
Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,Stylophora pistillata,8,96.94941025641026,96.694,95.652,99.174,97.17948717948718,96,91,100,2.2974359372758537e-102,1.47e-113,5.449999999999999e-119,4.479999999999999e-101,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Portunidae,Thalamita,Thalamita gloriensis,50,90.6336,90.594,90.099,91.584,93,93,93,93,2.9636696e-72,6.34e-73,1.22e-75,7.73e-72,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,33,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,Holothuria inhabilis,8,97.627375,97.571,96.682,98.507,96.875,95,95,100,2.9152395987500004e-92,3.4099999999999996e-95,6.589999999999999e-98,2.1500000000000003e-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,LCA_dropped,2,97.2122,97.55600000000001,95.489,99.222,97.8,97,88,100,1.0724000011508676e-110,1.11e-121,4.15e-127,3.4099999999999997e-109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,Holothuria hilla,214,96.4110748768473,96.552,93.868,99.02,98.41773399014778,100,96,100,8.548684701531806e-89,5.0899999999999995e-93,5.459999999999999e-99,1.65e-86,0,0,0,0,0,0,0,0,0,0,67,0,1,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Seira,Seira brasiliana,3,94.80933333333333,95.425,92.899,96.104,94,91,91,100,3.2674e-63,6.61e-65,6.61e-65,9.67e-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Gastropoda,Trochida,Turbinidae,Turbo,Turbo petholatus,105,94.06962101910828,93.961,91.949,96.38,97.62420382165605,97,92,100,1.0011800350912737e-90,4.6799999999999997e-94,1.7399999999999998e-99,1.2499999999999999e-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Gekkonidae,Hemidactylus,Hemidactylus frenatus,74,96.93653598971723,96.818,95.455,98.585,99.79755784061696,100,96,100,1.929796605143316e-97,4.66e-100,2.11e-104,1.26e-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,105,95.61582264799803,95.556,93.333,98.14,98.20191599115697,100,96,100,4.682950673864009e-93,8.640000000000001e-97,2.1699999999999998e-104,8.090000000000001e-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis silvestris,30,97.8606423076923,97.674,96.708,100,96.92307692307692,100,79,100,4.671600225388412e-95,4e-114,6.339999999999999e-118,5.95e-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Blenniidae,Blenniella,Blenniella chrysospilos,33,98.37924242424242,98.496,96.617,99.617,98.72727272727273,98,97,100,1.0120846602424242e-123,1.19e-127,2.2899999999999997e-130,3.19e-122,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo heidelbergensis,27,97.1778707037037,97.107,95.455,99.573,98.78040740740741,100,96,100,1.5656172003895126e-107,7.21e-111,5.179999999999998e-119,1.5899999999999996e-106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Lambis,Lambis lambis,43,95.53479069767442,95.694,93.689,96.985,97.6046511627907,98,95,100,6.205594063769768e-86,1.0999999999999999e-88,4.1099999999999997e-94,2.42e-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Gastropoda,Trochida,Turbinidae,Turbo,Turbo setosus,76,91.11369736842106,91.107,90,92.14,96.21052631578948,96,94,100,6.985422536842106e-83,6.57e-86,1.27e-88,5.07e-81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Xanthidae,Neoliomera,Neoliomera striata,7,90.25585714285714,90.291,90.045,90.291,94,93,93,100,4.5771457e-74,5.34e-74,1.99e-79,5.34e-74,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae,Phyrella,Phyrella mookiei,51,95.08711764705882,94.977,93.088,97.03,98.29411764705883,100,92,100,1.0406726477568626e-88,7.68e-91,2.8599999999999996e-96,1.3999999999999998e-87,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Anampses,LCA_dropped,63,98.69883673469387,98.824,95.833,100,94.89795918367346,97,76,100,2.520068027210884e-98,1.75e-125,2.77e-129,3.6099999999999996e-96,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus lineatus,101,98.44443894389438,98.444,96.617,100,98.46534653465346,98,97,100,1.8184159503221406e-122,1.45e-126,4.4299999999999994e-133,4.73e-120,0,0,0,0,0,0,0,1,2,0,0,2,2,0,9,0,0,0,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,37,38,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Paragoniastrea,Paragoniastrea australensis,5,97.02091122715404,96.46,94.667,99.535,93.79634464751958,95,79,99,5.50826170835584e-82,4.119999999999999e-101,1.83e-105,2.0900000000000003e-79,0,0,0,0,0,0,2,1,1,1,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,6,0,0,1,0,0,0,2,0,2,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
Eukaryota,Metazoa,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Pterocaesio,LCA_dropped,10,98.280175,98.127,97.004,100,95.95,100,76,100,2.3385625e-99,1.77e-125,8.039999999999999e-130,8.6e-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Thalassoma,Thalassoma quinquevittatum,7,97.57683561643836,97.628,96.183,100,96.91780821917808,100,76,100,1.8575342465753426e-93,1.0899999999999999e-121,7.869999999999999e-130,2.26e-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Diogenidae,Ciliopagurus,Ciliopagurus strigatus,25,96.2936,96.226,93.868,97.97,96.64,100,93,100,5.9990375599999995e-89,2.64e-90,1.2e-94,1.3699999999999999e-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Rhinecanthus,Rhinecanthus rectangulus,29,97.81973548387097,97.744,96.241,99.611,97.88387096774194,97,97,100,2.7493999693376125e-120,9.140000000000001e-123,2.7899999999999996e-129,2e-118,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,Holothuria arenicola,59,96.85007457627118,96.859,93.689,98.953,94.66101694915254,93,93,100,1.1711216188437288e-83,4.609999999999999e-87,2.0900000000000002e-91,1.24e-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Sufflamen,Sufflamen bursa,27,98.30214814814815,98.099,97.338,99.612,99.25925925925925,100,97,100,1.614063268888889e-123,4.99e-126,9.629999999999998e-129,3.1400000000000003e-122,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Eviota,Eviota guttata,59,92.09075308641975,92.453,89.595,93.846,89.17283950617283,97,62,100,1.4392387654320986e-58,3.1799999999999997e-103,1.18e-108,4.4299999999999997e-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Ptereleotris,Ptereleotris microlepis,34,98.58388970588236,98.419,97.328,100,93.63970588235294,100,75,100,7.193514705882353e-97,2.11e-124,7.869999999999999e-130,4.36e-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,LCA_dropped,LCA_dropped,83,97.26105931695626,97.276,95.113,99.615,97.80766926303176,99,76,100,2.145955662073098e-90,3.19e-122,5.399999999999999e-132,1.7699999999999998e-87,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Cichliformes,Cichlidae,Oreochromis,LCA_dropped,7,97.34031034482759,97.358,96.226,99.245,96.98620689655172,100,57,100,7.40888275862069e-71,2.18e-124,1.57e-132,5.15e-69,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Syngnathiformes,Mullidae,Mulloidichthys,LCA_dropped,13,98.01007692307692,98.113,96.981,98.868,99.46153846153847,100,97,100,2.372316369826923e-123,5.03e-126,7.969999999999999e-130,1.11e-121,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Blenniidae,Cirripectes,Cirripectes polyzona,4,98.58925,98.513,98.467,98.864,98.75,99,97,100,3.6824079999999997e-127,1.4482999999999998e-129,6.659999999999999e-131,1.4699999999999999e-126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Naso,LCA_dropped,65,97.9517303877367,98.084,95.131,100,98.0892696122633,98,88,100,3.343571274152599e-113,1.77e-125,6.599999999999999e-131,8.01e-111,0,0,1,0,0,0,0,0,1,0,2,0,6,0,2,0,0,1,1,0,0,3,0,12,0,0,1,1,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Seriatopora,Seriatopora hystrix,4,93.26773529411764,92.9995,90.041,97.934,94.61764705882354,96,72,100,8.735294127941176e-67,1.3000000002200002e-91,1.46e-113,2.97e-65,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Actinopyga,Actinopyga mauritiana,23,96.50921568627452,96.517,94.444,98.507,94.6470588235294,93,93,100,1.2470223769017883e-86,1.8199999999999998e-92,8.24e-97,7.190000000000001e-85,0,0,0,0,0,0,0,1,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Syngnathiformes,Mullidae,Parupeneus,Parupeneus cyclostomus,3,97.744,97.744,97.368,98.12,100,100,100,100,2.1056333333333333e-125,1.45e-126,1.19e-127,6.16e-125,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
