domain,kingdom,phylum,class,order,family,genus,species,n_zotu,pident_mean,pident_median,pident_min,pident_max,qcov_mean,qcov_median,qcov_min,qcov_max,evalue_mean,evalue_median,evalue_min,evalue_max,nec_01,nec_02,pcr_ntc1,pcr_ntc2,pcr_ntc3,pcr_ntc4,rme_01,rme_02,rme_03,rme_04,rme_05,rme_06,rme_07,rme_08,rme_09,rme_10,rme_11,rme_12,rme_13,rme_14,rme_15,rme_16,rme_17,rme_18,rme_19,rme_20,rme_21,rme_22,rme_23,rme_24,rme_25,rme_26,rme_27,rme_28,rme_29,rme_30,rme_31,rme_32,rme_33,rme_34,rme_35,rme_36,rme_37,rme_38,rme_39,rme_40,rme_41,rme_42,rme_43,rme_44,rme_45,rmep_16,rmep_17,rmep_18,rmep_19,rmep_20,rmep_21,rmep_22,rmep_23,rmep_25,rmep_26,rmep_27,rmep_28,rmep_29,rmep_30,rmep_31,rmep_32,rmep_33,rmep_34,rmep_36,rmep_37,rmep_38,rmep_39,rmep_40,rmep_41,rmep_42,rmep_43,rmep_44,rmep_45
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Novaculichthys,Novaculichthys taeniourus,11,98.15441818181819,97.736,96.981,99.219,98.54545454545455,98,97,100,7.875931636363636e-123,6.13e-125,1.4399999999999998e-126,3.8699999999999997e-121,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Xanthidae,Atergatopsis,Atergatopsis granulata,1,90.1566,89.806,89.806,90.777,89.8,93,77,93,1.678000000001644e-59,2.74e-71,1.2400000000000001e-75,8.39e-59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Madracis,Madracis myriaster,40,90.93194796380091,89.0985,88.144,97.5,94.10633484162896,96,72,100,4.884762579185521e-65,1.04e-83,2.13e-111,1.5399999999999999e-62,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Acropomatiformes,Pempheridae,Pempheris,Pempheris adusta,13,94.04141758241758,93.962,92.453,96.226,99.3076923076923,100,97,100,5.0230607723604316e-108,7.98e-111,1.35e-120,1.7599999999999996e-106,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Cirrhilabrus,Cirrhilabrus temminckii,3,95.38466666666667,95.385,95,95.769,97,97,97,97,5.366066666666666e-114,3.68e-115,3.02e-116,1.57e-113,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium acanthurus,3,96.474125,95.897,95.897,97.436,93,93,93,93,1.2563692500000001e-85,2.0100000000000002e-85,3.18e-89,2.0100000000000002e-85,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Balistapus,Balistapus undulatus,7,98.08583333333334,98.054,96.863,99.216,96.94444444444444,97,96,98,3.4277900119727775e-117,5.630499999999999e-122,5.0099999999999995e-126,2.9599999999999996e-116,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Mugiliformes,Mugilidae,Moolgarda,Moolgarda crenilabis,1,97.20166666666667,97.6275,96.35,98.175,100,100,100,100,7.583602923333333e-126,1.4789499999999998e-129,5.579999999999999e-132,1.8199999999999998e-125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax melatremus,4,98.66749999999999,98.6715,98.099,99.228,98.25,98,97,100,1.67746e-125,2.4821e-126,3.42e-128,6.21e-125,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Coris,LCA_dropped,1,97.89377777777777,97.77,97.77,98.513,100,100,100,100,3.2551155555555554e-127,4.17e-127,8.039999999999999e-130,4.17e-127,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Coris,Coris cuvieri,1,98.57366666666667,98.444,98.444,99.222,96,96,96,96,1.7001299999999999e-124,2.16e-124,4.17e-127,2.16e-124,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Acropomatiformes,Pempheridae,Pempheris,LCA_dropped,1,96.1708,96.465,95.477,96.97,93,93,93,93,2.8616026e-85,3.9599999999999996e-88,9.3e-90,7.15e-85,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Anguilla marmorata,9,97.85596264073695,97.872,96.043,99.429,98.23336745138178,100,54,100,4.8141204196520385e-70,3.2499999999999997e-135,5.1499999999999996e-139,6.72e-68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Ctenochaetus,Ctenochaetus binotatus,3,97.8982962962963,97.872,96.241,99.611,95.51851851851852,100,76,100,2.551851851851852e-94,7.5e-124,2.2899999999999997e-130,6.58e-93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphipholis,Amphipholis squamata,22,92.4805892420538,92.614,90.217,94.915,98.12224938875306,98,95,100,2.192661912309269e-66,3.3199999999999997e-69,2.91e-76,7.3100000000000005e-65,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Annelida,Polychaeta,Terebellida,Cirratulidae,Timarete,Timarete punctata,7,94.44446428571429,94.836,92.195,97.073,95.57142857142857,94,93,98,7.107644184730125e-81,4.04e-88,1.51e-93,5.62e-80,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,LCA_dropped,LCA_dropped,Eustigmatophyceae,Eustigmatales,Monodopsidaceae,Microchloropsis,LCA_dropped,3,97.60283333333334,98.1165,95.548,98.973,100,100,100,100,1.2173500002222626e-131,6.655e-141,1.9499999999999998e-144,7.29e-131,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,LCA_dropped,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon leucozona,5,97.62786666666666,97.753,96.629,98.127,100,100,100,100,7.834241453333334e-123,4.17e-127,3.42e-128,1.12e-121,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Nemertea,Palaeonemertea,Archinemertea,Cephalotrichidae,Cephalothrix,Cephalothrix hongkongiensis,26,90.28916666666667,90.291,89.552,91.282,96.6923076923077,95,94,100,3.573818301282051e-67,3.0800000000000004e-70,1.7e-73,2.36e-65,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,LCA_dropped,Pomacentridae,Abudefduf,Abudefduf sordidus,2,97.57514285714286,97.6015,97.048,98.155,100,100,100,100,4.496501428571428e-127,6.1925e-128,2.34e-130,1.4799999999999998e-126,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Naso,Naso unicornis,9,97.46289655172414,97.378,95.263,99.225,97.3103448275862,99,71,100,9.119804597701149e-85,9.170000000000001e-123,2.8099999999999996e-129,1.36e-82,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Ophiuroidea,Amphilepidida,Ophiotrichidae,Macrophiothrix,Macrophiothrix robillardi,3,96.238,96.296,95.789,96.629,98,100,94,100,1.9787543333333334e-79,1.3600000000000001e-80,2.63e-83,5.8e-79,0,0,0,0,0,0,0,0,1,1,2,0,2,1,2,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Halichoeres,Halichoeres margaritaceus,11,97.74254545454545,97.7005,95.506,98.824,97.63636363636364,97,97,100,3.220340734556818e-117,1.0999999999999999e-121,1.75e-125,1.03e-115,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,Pocillopora damicornis,2,89.32404694835681,88.608,88,97.326,93.87793427230046,96,71,98,7.478428261157558e-78,2.95e-84,1.34e-88,1.43e-75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,LCA_dropped,Pseudochromidae,Pseudochromis,Pseudochromis cyanotaenia,3,96.01133333333334,95.941,95.489,96.604,98.66666666666667,98,98,100,8.268353333333333e-118,3.93e-121,1.1299999999999998e-121,2.48e-117,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Cerebratulus,Cerebratulus leucopsis,1,96.8545,96.8545,96.209,97.5,97.5,97.5,95,100,3.75708e-91,3.75708e-91,4.16e-94,7.51e-91,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Diogenidae,Calcinus,Calcinus latens,1,95.21566666666666,95.37,94.907,95.37,100,100,100,100,6.3513333333333324e-93,4.27e-94,4.27e-94,1.8199999999999998e-92,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Syngnathiformes,Mullidae,Parupeneus,Parupeneus multifasciatus,12,98.13255555555556,98.062,97.378,99.612,98.33333333333333,97.5,97,100,4.002465555555556e-124,1.77e-125,9.799999999999999e-129,2.6300000000000002e-123,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Diploastraeidae,LCA_dropped,LCA_dropped,6,96.03172363636364,95.982,94.792,98.661,94.86545454545454,95,82,100,1.8254545484438768e-83,1.7499999999999997e-99,1.2599999999999998e-107,5.02e-81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanopoda,Thysanopoda tricuspidata,4,90.468125,90.45150000000001,89.048,92.462,95.4375,98,87,100,1.3133451585797055e-66,3.2399999999999997e-74,7.99e-78,6.999999999999999e-66,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,LCA_dropped,Pomacentridae,Pomachromis,Pomachromis richardsoni,1,98.872,98.872,98.872,98.872,97,97,97,97,2.3699999999999995e-130,2.3699999999999995e-130,2.3699999999999995e-130,2.3699999999999995e-130,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Exocoetidae,LCA_dropped,LCA_dropped,1,96.44315384615385,96.262,95.506,97.378,100,100,100,100,8.316122846153845e-121,7.2e-122,1.77e-125,4.75e-120,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Amphibia,Anura,Bufonidae,Rhinella,LCA_dropped,23,97.68455353272648,98.054,91.353,100,98.10143042912874,97,85,100,3.5227567176419966e-105,7.5e-124,5.399999999999999e-132,1.11e-102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Calotomus,LCA_dropped,6,98.22858333333333,98.113,96.604,99.245,99.16666666666667,100,97,100,1.7648538544016665e-122,4.13e-127,1.88e-131,3.8699999999999997e-121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Oxycheilinus,Oxycheilinus unifasciatus,14,98.54022857142857,98.467,96.97,99.605,97,96,96,100,9.084622588571427e-121,7.439999999999999e-124,5.0099999999999995e-126,5.619999999999998e-119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chaetodon,Chaetodon ephippium,1,98.872,98.872,98.872,98.872,100,100,100,100,2.2899999999999997e-130,2.2899999999999997e-130,2.2899999999999997e-130,2.2899999999999997e-130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Gastropoda,Trochida,Trochidae,Microtis,Microtis tuberculata,21,91.86019047619047,91.803,90.688,92.623,96.61904761904762,96,96,100,5.209698712619048e-92,5.11e-94,6.6499999999999994e-99,9.240000000000001e-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Blenniidae,Cirripectes,Cirripectes variolosus,4,96.97025,96.591,96.212,98.859,98,98,98,98,4.127869165898749e-120,3.93e-121,9.879999999999999e-129,1.6799999999999995e-119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,Sargocentron punctatissimum,5,99.03066666666666,99.228,98.069,99.614,97.6,97,97,100,6.4024058326666674e-124,3.43e-128,1.9e-131,9.170000000000001e-123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Halichoeres,Halichoeres hortulanus,1,98.0302,98.106,97.727,98.106,100,100,100,100,4.6519999999999996e-126,1.4399999999999998e-126,1.4399999999999998e-126,1.75e-125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Blenniidae,Entomacrodus,Entomacrodus sealei,11,98.31854545454546,98.502,97.059,99.248,99.27272727272727,100,98,100,1.6841924581818182e-126,6.74e-131,1.2999999999999998e-133,1.81e-125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Eukaryota,Metazoa,Mollusca,Gastropoda,Trochida,Turbinidae,Turbo,LCA_dropped,1,97.807,97.807,97.807,97.807,96,96,96,96,4.459999999999999e-107,4.459999999999999e-107,4.459999999999999e-107,4.459999999999999e-107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,1,98.14494444444445,97.945,97.26,98.973,100,100,100,100,1.6435647166666664e-138,1.23e-140,1.9499999999999998e-144,6.389999999999999e-138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Clupeiformes,Engraulidae,Encrasicholina,LCA_dropped,4,99.0735,99.231,97.967,99.62,97.11111111111111,97,89,100,7.248055555829328e-118,9.839999999999999e-129,1.9e-131,8.63e-117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Blenniidae,Praealticus,Praealticus poptae,3,98.53933333333333,98.723,97.761,99.134,95.66666666666667,94,93,100,2.150000000000004e-113,1.44e-113,1.2e-127,5.0099999999999997e-113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,LCA_dropped,1,97.44475,97.266,97.266,98.047,93.5,96,76,96,8.225e-94,1.6499999999999995e-119,3.19e-122,6.58e-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
