zotu,taxid,unique_hits,pident_mean,pident_median,pident_min,pident_max,qcov_mean,qcov_median,qcov_min,qcov_max,domain,kingdom,phylum,class,order,family,genus,species,taxid_rank,nec_01,nec_02,pcr_ntc1,pcr_ntc2,pcr_ntc3,pcr_ntc4,rme_01,rme_02,rme_03,rme_04,rme_05,rme_06,rme_07,rme_08,rme_09,rme_10,rme_11,rme_12,rme_13,rme_14,rme_15,rme_16,rme_17,rme_18,rme_19,rme_20,rme_21,rme_22,rme_23,rme_24,rme_25,rme_26,rme_27,rme_28,rme_29,rme_30,rme_31,rme_32,rme_33,rme_34,rme_35,rme_36,rme_37,rme_38,rme_39,rme_40,rme_41,rme_42,rme_43,rme_44,rme_45,rmep_16,rmep_17,rmep_18,rmep_19,rmep_20,rmep_21,rmep_22,rmep_23,rmep_25,rmep_26,rmep_27,rmep_28,rmep_29,rmep_30,rmep_31,rmep_32,rmep_33,rmep_34,rmep_36,rmep_37,rmep_38,rmep_39,rmep_40,rmep_41,rmep_42,rmep_43,rmep_44,rmep_45
Zotu123381,466114,2,99.0495,99.0495,98.099,100,88,88,76,100,Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chaetodon,Chaetodon burgessi,species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123382,9822,282,98.92136170212765,98.745,97.479,100,96.33333333333333,97,50,98,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123383,9822,282,98.21441489361702,98.374,96.748,100,99.25886524822695,100,50,100,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123384,9822,282,97.69419858156029,97.571,96.341,100,99.25531914893617,100,50,100,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123385,9822,282,97.70526595744681,97.899,96.341,100,99.2482269503546,100,50,100,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123386,9822,282,97.71254609929078,97.925,96.266,99.248,97.30141843971631,98,50,98,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123403,206676,13,96.35799999999999,96.46,96.018,96.46,100,100,100,100,Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123405,206676,13,97.14207692307693,97.248,96.789,97.248,96,96,96,96,Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123406,206676,13,96.80076923076923,96.903,96.46,96.903,100,100,100,100,Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123408,206676,13,96.35799999999999,96.46,96.018,96.46,100,100,100,100,Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123411,9903,300,98.41793333333334,98.729,97.458,99.502,96.79666666666667,98,54,98,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123414,566290,5,96.226,96.226,96.226,96.226,100,100,100,100,Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,Holothuria hilla,species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123417,6125,41,94.1771219512195,94.118,92.857,95.37,98.6829268292683,100,91,100,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,LCA_dropped,LCA_dropped,LCA_dropped,order,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123430,566290,5,96.552,96.552,96.552,96.552,96,96,96,96,Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,Holothuria hilla,species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123439,47710,1,98.141,98.141,98.141,98.141,100,100,100,100,Eukaryota,Metazoa,Chordata,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,Sargocentron microstoma,species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123440,335787,3,92.93900000000001,92.827,92.373,93.617,100,100,100,100,Eukaryota,Metazoa,Mollusca,Gastropoda,Trochida,Turbinidae,Turbo,Turbo petholatus,species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123441,335787,3,93.78633333333333,93.671,93.22,94.468,100,100,100,100,Eukaryota,Metazoa,Mollusca,Gastropoda,Trochida,Turbinidae,Turbo,Turbo petholatus,species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123442,130189,3,95.932,96.186,95,96.61,96,96,96,96,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123445,206676,13,97.243,97.345,96.903,97.345,100,100,100,100,Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123446,335787,3,94.03333333333333,93.913,93.45,94.737,97,97,97,97,Eukaryota,Metazoa,Mollusca,Gastropoda,Trochida,Turbinidae,Turbo,Turbo petholatus,species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123458,206676,13,98.077,98.182,97.727,98.182,97,97,97,97,Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123469,40493,12,98.93883333333333,99.037,98.456,99.228,97,97,97,97,Eukaryota,Metazoa,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Lutjanus,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123476,9903,303,98.01408580858086,98.34,96.68,100,98.87788778877888,100,66,100,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123479,928217,6,96.0395,96.03450000000001,95.021,97.083,96,96,96,96,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Madracis,Madracis myriaster,species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123480,130189,3,96.35366666666667,96.61,95.417,97.034,96,96,96,96,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123488,206676,13,96.80076923076923,96.903,96.46,96.903,100,100,100,100,Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123489,206676,13,98.05907692307693,98.165,97.706,98.165,96,96,96,96,Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123494,206676,13,96.80076923076923,96.903,96.46,96.903,100,100,100,100,Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123503,9903,239,97.08228033472804,97.095,96.266,100,98.581589958159,100,54,100,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123506,9606,1000,96.834115,96.581,96.581,97.863,97,97,97,97,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123523,206676,13,98.51807692307692,98.624,98.165,98.624,96,96,96,96,Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123535,9598,158,90.96622151898734,91.026,90.598,91.88,97,97,97,97,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Pan,Pan troglodytes,species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123536,46736,68,97.61677941176471,97.768,96.875,98.661,94.08823529411765,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123537,9606,333,96.20763663663664,96.281,95.455,97.436,99.95495495495496,100,97,100,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123538,51070,6,94.88133333333333,94.782,94.332,95.833,96.33333333333333,96,96,98,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Seriatopora,Seriatopora hystrix,species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123548,566290,5,95.283,95.283,95.283,95.283,100,100,100,100,Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,Holothuria hilla,species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123551,206676,13,97.243,97.345,96.903,97.345,100,100,100,100,Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123554,742515,71,97.24384507042254,97.189,96.356,97.992,95.94366197183099,96,94,96,Eukaryota,Metazoa,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Echinothrix,Echinothrix diadema,species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123557,206676,13,96.35799999999999,96.46,96.018,96.46,100,100,100,100,Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123565,6125,98,95.43989795918368,95.319,94.421,96.714,98.31632653061224,100,82,100,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,LCA_dropped,LCA_dropped,LCA_dropped,order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123567,46736,67,97.16920895522388,97.321,96.429,98.214,94.07462686567165,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123571,566290,5,97.044,97.044,97.044,97.044,96,96,96,96,Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,Holothuria hilla,species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123584,206676,13,96.80076923076923,96.903,96.46,96.903,100,100,100,100,Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123589,206676,13,95.91576923076923,96.018,95.575,96.018,100,100,100,100,Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123590,566290,5,95.755,95.755,95.755,95.755,100,100,100,100,Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,Holothuria hilla,species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123592,9903,235,97.88168936170213,97.925,97.095,99.502,98.65957446808511,100,54,100,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123593,242754,62,97.50187096774194,97.321,97.183,99.107,94.35483870967742,95,91,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Cyphastrea,Cyphastrea serailia,species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123594,206676,13,97.23053846153846,97.333,96.889,97.333,100,100,100,100,Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123596,46736,67,97.62119402985074,97.768,96.875,98.661,94.07462686567165,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123598,9903,296,97.63913851351352,97.925,96.68,100,98.95270270270271,100,65,100,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123603,9606,1000,96.934181,96.694,96.694,97.934,100,100,100,100,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123616,206676,13,97.63346153846153,97.738,97.285,97.738,98,98,98,98,Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,LCA_dropped,genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
