zotu,taxid,unique_hits,pident_mean,pident_median,pident_min,pident_max,qcov_mean,qcov_median,qcov_min,qcov_max,domain,kingdom,phylum,class,order,family,genus,species,taxid_rank,nec_01,nec_02,pcr_ntc1,pcr_ntc2,pcr_ntc3,pcr_ntc4,rme_01,rme_02,rme_03,rme_04,rme_05,rme_06,rme_07,rme_08,rme_09,rme_10,rme_11,rme_12,rme_13,rme_14,rme_15,rme_16,rme_17,rme_18,rme_19,rme_20,rme_21,rme_22,rme_23,rme_24,rme_25,rme_26,rme_27,rme_28,rme_29,rme_30,rme_31,rme_32,rme_33,rme_34,rme_35,rme_36,rme_37,rme_38,rme_39,rme_40,rme_41,rme_42,rme_43,rme_44,rme_45,rmep_16,rmep_17,rmep_18,rmep_19,rmep_20,rmep_21,rmep_22,rmep_23,rmep_25,rmep_26,rmep_27,rmep_28,rmep_29,rmep_30,rmep_31,rmep_32,rmep_33,rmep_34,rmep_36,rmep_37,rmep_38,rmep_39,rmep_40,rmep_41,rmep_42,rmep_43,rmep_44,rmep_45
Zotu2656,40674,1000,98.35071699999999,98.347,98.347,98.76,100,100,100,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,0,4,2,0,0,0,6,0,0,1,0,7,0,4,1,0,0,3,2,7,0,24,6,8,0,1,1,18,0,2,3,0,0,1,10,0,3,0,11,0,1,2,5,0,1,3,0,1,0,0,0,19,4,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1
Zotu2657,40674,1000,97.934,97.934,97.934,97.934,100,100,100,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,0,8,2,0,0,0,5,2,0,1,0,2,0,7,4,0,1,6,1,6,1,32,2,1,1,0,0,8,0,1,0,0,0,0,10,0,5,0,9,2,2,2,1,2,0,5,0,0,0,0,0,16,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75,1
Zotu2658,46736,80,98.451975,98.661,97.321,99.061,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,0,0,4,7,24,5,23,1,5,1,1,5,5,0,0,4,0,5,1,0,0,2,6,0,9,8,2,0,16,0,1,10,4,1,0,2,20,1,0,2,45,0,0,4,9,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,22,0,0,7,0,2,0,0,0,0,2,0
Zotu2659,40674,1000,97.522239,97.521,97.521,97.934,100,100,100,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,0,8,5,0,0,0,8,2,0,1,1,3,1,3,3,0,2,5,3,6,0,23,3,1,0,0,1,14,0,2,0,0,0,0,17,0,2,0,16,4,0,2,1,0,1,5,0,2,0,0,0,7,1,0,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,81,1
Zotu2660,40674,1000,97.52513,97.521,97.521,97.934,100,100,100,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,0,8,2,0,0,1,9,4,0,2,0,4,0,1,1,0,0,2,0,6,1,35,1,1,0,2,0,10,0,2,0,0,0,0,13,1,1,0,12,2,2,2,2,1,2,2,0,0,0,0,0,16,3,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,70,1
Zotu2661,40674,1000,97.52513,97.521,97.521,97.934,100,100,100,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,1,0,0,0,0,7,0,0,1,0,6,0,0,1,0,5,0,4,2,1,0,5,5,13,1,21,7,5,0,1,1,17,0,4,1,0,0,0,23,0,4,0,20,3,0,3,4,0,1,4,0,0,0,0,0,19,10,0,0,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,45,1
Zotu2662,40674,1000,98.760828,98.76,98.76,99.174,100,100,100,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,0,6,3,0,0,1,8,4,0,2,0,5,1,2,0,0,1,4,0,7,3,26,5,2,0,1,1,8,0,1,1,0,1,1,9,2,2,0,6,2,1,1,0,1,1,0,0,1,0,0,1,20,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77,0
Zotu2663,40674,1000,97.52595600000001,97.521,97.521,97.934,100,100,100,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,2,10,1,0,0,1,2,1,0,2,0,2,0,2,6,1,0,4,2,13,0,28,6,6,1,1,1,7,0,1,1,0,0,0,13,0,4,0,14,2,1,0,1,0,1,2,0,1,0,0,0,13,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0
Zotu2664,6125,41,98.98287804878049,99.119,97.797,99.119,94.41463414634147,95,91,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,LCA_dropped,LCA_dropped,LCA_dropped,order,0,0,0,0,0,0,1,0,0,0,2,35,8,0,2,0,2,1,6,0,0,11,1,4,1,4,3,0,1,0,3,2,0,0,16,18,1,2,0,2,0,0,9,5,0,0,15,0,42,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,2,0,0,0,0,16,0
Zotu2665,40674,1000,98.72186500000001,98.718,98.718,99.145,97.002,97,97,98,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,0,1,1,0,1,1,3,3,0,0,0,3,0,3,3,0,0,4,1,7,2,23,5,4,0,2,5,7,0,2,3,1,0,0,7,0,3,0,21,1,0,1,4,0,1,3,0,1,0,0,0,15,9,0,0,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,80,2
Zotu2666,40674,1000,98.745,98.745,98.745,98.745,98,98,98,98,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,0,5,1,0,0,1,7,2,0,0,0,7,0,4,4,0,0,1,0,7,1,24,7,4,0,0,2,6,0,3,0,0,0,0,18,0,3,0,14,3,2,0,4,1,3,1,0,0,0,0,1,16,6,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,69,1
Zotu2667,40674,1000,98.718449,98.718,98.718,99.145,97.002,97,97,98,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,0,9,0,0,0,0,8,1,0,0,0,5,0,2,5,0,0,2,0,13,1,22,7,4,0,2,0,8,0,4,0,0,0,0,7,1,2,0,16,0,1,2,2,0,1,2,0,2,0,0,1,8,1,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,77,2
Zotu2668,40674,1000,97.93813,97.934,97.934,98.347,100,100,100,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,1,0,0,0,0,11,4,0,0,0,7,3,0,3,0,1,0,4,3,1,1,6,5,15,0,18,5,2,0,1,0,12,0,3,2,0,0,0,20,0,3,0,18,2,0,2,3,2,2,1,0,1,0,0,0,9,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1
Zotu2669,40674,1000,99.14885199999999,99.145,99.145,99.573,97,97,97,97,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,0,3,0,0,0,0,3,2,0,0,0,6,0,2,1,1,0,4,5,17,0,15,7,7,0,3,2,17,0,4,2,0,0,0,21,1,1,0,18,0,1,0,6,0,0,3,0,2,0,0,0,6,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,59,3
Zotu2670,40674,1000,97.934,97.934,97.934,97.934,100,100,100,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,1,0,0,0,0,8,3,0,0,0,6,1,0,1,0,3,1,4,1,1,1,3,3,11,0,29,3,2,0,0,0,6,0,1,1,0,0,1,14,0,1,0,15,5,0,0,1,0,4,0,0,3,0,0,0,12,2,0,0,0,1,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,80,0
Zotu2671,6125,41,98.98287804878049,99.119,97.797,99.119,94.41463414634147,95,91,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,LCA_dropped,LCA_dropped,LCA_dropped,order,0,0,0,0,0,0,1,0,1,2,1,27,6,0,11,0,3,0,9,0,0,7,1,5,2,0,4,0,0,0,4,4,1,0,10,9,4,6,0,2,0,0,3,14,0,0,9,0,62,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,12,0
Zotu2672,40674,1000,98.347,98.347,98.347,98.347,100,100,100,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,1,0,0,0,2,8,3,0,0,0,3,1,1,2,0,5,2,2,1,0,0,6,2,10,3,27,6,2,0,2,0,13,0,1,0,0,0,0,17,1,3,0,7,1,0,1,0,0,1,1,0,0,0,0,0,13,4,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,79,1
Zotu2673,46736,80,97.55052500000001,97.768,96.354,98.122,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,0,0,2,13,20,4,14,0,2,5,0,3,3,0,0,8,1,4,1,1,1,0,3,0,11,11,1,0,19,0,0,13,9,1,0,0,10,0,0,2,40,0,0,7,12,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,17,0,0,5,0,3,0,0,0,0,1,0
Zotu2674,6125,41,96.30870731707317,96.218,94.958,97.685,98.6829268292683,100,91,100,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,LCA_dropped,LCA_dropped,LCA_dropped,order,0,0,0,0,0,0,0,0,3,2,2,17,11,0,0,2,1,0,12,0,0,4,0,6,5,0,3,0,1,0,0,1,0,0,20,13,0,3,0,5,0,1,4,12,0,0,18,0,41,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,5,0,0,0,0,11,0
Zotu2675,46736,80,97.55052500000001,97.768,96.354,98.122,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,1,0,5,5,9,4,13,1,5,2,0,2,8,0,0,2,0,9,1,1,0,0,7,0,5,7,5,0,21,0,0,13,8,0,0,0,10,1,0,5,59,0,0,4,13,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,18,0,0,2,0,2,0,0,0,0,2,0
Zotu2676,46736,80,97.55052500000001,97.768,96.354,98.122,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,0,0,1,9,14,3,18,0,3,3,0,5,6,0,0,4,0,5,0,0,1,0,2,0,12,4,1,0,20,0,0,22,3,0,0,0,12,0,0,4,36,0,0,4,13,0,1,0,0,0,0,0,0,0,0,6,0,2,0,0,0,21,0,0,6,0,3,0,0,0,0,0,0
Zotu2677,46736,80,98.000975,98.214,96.875,98.592,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,1,0,2,6,16,2,18,1,1,1,0,8,4,0,0,3,0,5,0,1,1,0,4,0,6,11,2,0,17,0,1,16,12,1,0,1,13,2,0,4,54,0,1,5,13,0,1,0,0,0,0,0,0,0,0,8,0,3,0,0,0,21,0,0,2,0,3,0,0,0,0,0,0
Zotu2678,40674,1000,98.745,98.745,98.745,98.745,98,98,98,98,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,0,6,0,0,0,1,8,1,0,2,1,6,0,1,3,1,0,10,1,8,2,24,3,7,0,0,0,14,0,1,1,0,0,0,17,0,2,0,16,0,0,0,1,0,1,3,0,0,0,0,0,14,2,0,0,0,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,52,0
Zotu2679,40674,1000,98.347,98.347,98.347,98.347,100,100,100,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,0,6,4,0,0,0,4,2,0,1,0,8,0,4,2,1,0,4,1,9,0,29,8,2,0,0,1,10,0,1,0,0,0,0,18,0,6,0,18,1,1,1,4,0,3,1,0,2,0,0,1,17,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1
Zotu2680,40674,1000,98.347,98.347,98.347,98.347,100,100,100,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,1,0,0,1,0,6,2,0,0,0,6,2,0,2,0,6,0,7,2,0,2,7,1,11,1,44,7,2,0,0,1,6,0,1,0,0,0,0,12,0,2,0,9,0,2,1,0,0,1,7,0,3,0,0,0,17,4,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,52,0
Zotu2681,6125,41,98.53878048780487,98.678,97.357,98.678,94.41463414634147,95,91,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,LCA_dropped,LCA_dropped,LCA_dropped,order,0,0,0,0,0,0,0,1,1,1,4,34,8,1,1,0,3,1,1,0,0,1,0,11,2,1,3,1,3,0,5,1,0,0,13,20,1,2,0,4,0,0,3,9,0,0,24,0,34,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,5,0,0,0,0,11,0
Zotu2682,6125,41,97.58836585365853,97.479,96.218,99.074,98.6829268292683,100,91,100,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,LCA_dropped,LCA_dropped,LCA_dropped,order,0,0,0,0,0,0,1,3,3,3,3,33,9,0,4,0,1,0,6,0,0,6,0,8,3,2,2,0,0,0,3,2,2,0,9,12,2,4,0,6,0,0,6,4,0,0,20,0,39,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,6,0,0,0,0,17,0
Zotu2683,46736,77,97.5704935064935,97.768,96.354,98.122,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,1,0,3,10,23,3,16,1,0,1,1,4,3,0,0,5,0,5,0,0,1,1,1,0,14,7,1,0,15,2,0,15,7,0,0,0,8,0,0,5,32,0,0,5,12,0,2,0,0,0,0,0,0,0,0,8,0,1,0,0,0,15,0,0,6,0,2,0,0,0,0,2,0
Zotu2684,46736,79,96.66607594936708,96.875,95.536,97.183,94.37974683544304,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,0,1,2,10,25,3,14,0,5,1,0,3,3,0,0,6,0,4,1,2,2,1,3,0,11,4,1,0,15,2,1,16,4,0,0,2,14,1,0,4,43,0,0,4,8,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,22,0,0,6,0,1,0,0,0,0,3,0
Zotu2685,40674,1000,97.93441299999999,97.934,97.934,98.347,100,100,100,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,0,10,3,0,0,0,9,2,0,3,0,5,1,3,2,0,1,10,3,6,0,38,8,0,0,1,1,7,0,1,0,0,0,0,14,1,3,0,5,1,1,2,2,2,3,6,0,4,0,0,0,14,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,59,0
Zotu2686,6125,41,98.53878048780487,98.678,97.357,98.678,94.41463414634147,95,91,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,LCA_dropped,LCA_dropped,LCA_dropped,order,0,0,0,0,0,0,3,1,3,1,7,30,6,0,3,0,0,2,7,0,0,8,1,2,3,0,1,1,3,0,1,1,2,0,21,4,3,2,1,4,0,3,3,7,0,0,15,0,52,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,2,0,0,0,0,14,0
Zotu2687,46736,80,97.55052500000001,97.768,96.354,98.122,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,0,0,2,4,25,2,15,0,1,1,1,6,3,0,0,5,0,5,0,1,1,0,3,0,14,9,3,0,18,2,1,12,5,1,0,1,18,0,0,3,39,0,1,3,15,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,19,0,0,3,0,2,0,0,0,0,1,0
Zotu2688,46736,80,97.55052500000001,97.768,96.354,98.122,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,1,0,1,9,11,3,24,2,2,2,0,2,5,0,0,6,0,6,2,0,0,1,1,0,10,8,0,0,20,0,0,9,6,0,0,1,23,0,0,2,51,0,0,7,15,0,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,17,0,0,2,0,3,0,0,0,0,1,0
Zotu2689,46736,80,97.55052500000001,97.768,96.354,98.122,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,1,0,2,3,30,1,10,2,1,2,0,6,6,0,0,11,0,6,0,0,5,0,0,0,13,5,0,0,13,0,0,25,3,0,0,2,11,0,0,6,29,0,0,9,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17,0,0,10,0,0,0,0,0,0,3,0
Zotu2690,46736,80,97.55052500000001,97.768,96.354,98.122,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,2,0,1,7,23,4,10,0,1,3,1,9,10,0,0,6,0,6,1,2,3,3,0,0,16,5,1,0,18,0,0,16,6,0,0,4,15,0,0,1,37,0,1,6,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,9,0,0,0,0,0,0,4,0
Zotu2691,46736,80,97.099525,97.321,95.833,97.653,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,1,0,6,9,11,2,16,1,1,0,0,3,3,0,0,3,0,9,0,2,0,0,3,0,6,5,1,0,27,0,0,18,8,0,0,2,12,1,0,3,50,0,0,1,10,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,12,0,0,2,0,0,0,0,0,0,2,0
Zotu2692,6125,41,98.53878048780487,98.678,97.357,98.678,94.41463414634147,95,91,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,LCA_dropped,LCA_dropped,LCA_dropped,order,0,0,0,0,0,0,1,0,6,1,3,32,13,0,5,0,1,1,4,0,0,3,0,3,2,1,2,1,2,0,2,3,2,0,17,16,2,4,1,3,0,2,3,4,0,0,11,0,51,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,3,0,0,0,0,8,0
Zotu2693,6125,41,96.73573170731707,96.639,95.378,98.148,98.6829268292683,100,91,100,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,LCA_dropped,LCA_dropped,LCA_dropped,order,0,0,0,0,0,0,1,0,7,2,0,28,9,0,9,0,0,1,7,0,0,7,0,7,3,0,5,2,5,0,0,2,1,0,12,12,2,4,1,7,0,3,6,3,0,0,14,0,33,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,0,3,0,0,0,0,10,0
Zotu2694,40674,1000,97.93771699999999,97.934,97.934,98.347,100,100,100,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,0,4,2,0,0,0,1,1,1,0,0,4,0,0,1,1,1,6,0,9,0,23,7,5,0,0,2,21,0,3,2,0,0,1,15,2,7,0,23,2,1,3,5,1,1,3,0,3,0,0,0,7,5,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,60,0
Zotu2695,40674,1000,97.93771699999999,97.934,97.934,98.347,100,100,100,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,0,4,1,0,1,0,3,1,0,4,0,3,0,1,0,0,1,7,2,4,0,29,6,6,0,0,0,7,0,4,1,0,0,0,6,0,6,0,7,0,0,0,2,0,1,3,0,1,0,0,0,14,6,0,0,0,2,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0,79,0
Zotu2696,40674,1000,97.934,97.934,97.934,97.934,100,100,100,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,1,5,3,0,0,2,8,1,0,1,0,3,0,3,1,0,0,4,1,5,0,40,11,3,0,1,0,6,0,1,0,0,1,0,9,0,5,0,9,2,3,1,1,1,0,1,0,1,0,0,0,17,7,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63,2
Zotu2697,40674,1000,97.52513,97.521,97.521,97.934,100,100,100,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,0,2,1,0,0,0,11,2,0,1,1,8,0,2,2,0,1,1,2,7,1,23,2,3,0,1,0,16,0,1,1,0,1,0,7,1,2,0,10,2,0,3,3,2,0,3,0,0,0,0,1,15,7,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,87,1
Zotu2698,40674,1000,99.145,99.145,99.145,99.145,97,97,97,97,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,0,3,2,0,0,0,7,4,0,2,0,3,0,4,2,1,2,4,2,12,0,30,7,1,0,1,0,16,0,0,2,0,0,0,9,1,2,0,13,1,0,3,4,0,1,3,0,0,0,0,0,11,6,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,59,2
Zotu2699,40674,1000,97.893437,97.89,97.107,98.312,98.002,98,98,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,0,3,3,0,0,1,4,0,0,3,0,5,0,5,2,0,1,1,0,3,0,26,4,7,3,2,2,9,0,3,0,0,0,0,21,0,3,0,11,1,1,1,4,0,1,3,0,0,0,0,3,19,6,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,58,1
Zotu2700,40674,1000,98.347,98.347,98.347,98.347,100,100,100,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,1,3,1,0,0,0,6,0,1,2,0,2,0,5,3,0,0,7,4,9,0,13,2,2,0,1,1,16,0,1,1,0,0,2,17,2,5,0,8,3,1,1,2,1,1,0,0,0,0,0,0,14,7,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,75,2
Zotu2701,6125,41,98.53878048780487,98.678,97.357,98.678,94.41463414634147,95,91,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,LCA_dropped,LCA_dropped,LCA_dropped,order,0,0,0,0,0,0,1,0,8,1,3,27,4,2,2,0,3,0,4,0,0,1,0,3,2,0,3,0,5,0,0,3,0,0,15,14,1,3,1,5,0,0,7,9,0,0,18,0,34,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,7,0
Zotu2702,46736,80,98.000975,98.214,96.875,98.592,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,0,0,1,10,16,2,13,1,2,2,0,2,6,0,0,3,0,6,0,1,1,0,5,0,14,7,4,0,15,0,0,16,4,0,0,3,10,0,0,5,34,0,0,8,10,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,17,0,0,7,0,2,0,0,0,0,0,0
Zotu2703,6125,41,97.58836585365853,97.479,96.218,99.074,98.6829268292683,100,91,100,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,LCA_dropped,LCA_dropped,LCA_dropped,order,0,0,0,0,0,0,0,0,3,3,1,31,3,0,8,1,2,1,11,0,0,6,0,8,5,0,7,1,3,0,4,4,1,0,19,9,1,2,0,3,0,0,5,7,0,0,13,0,52,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,1,0,0,0,0,16,0
Zotu2704,6125,41,97.58836585365853,97.479,96.218,99.074,98.6829268292683,100,91,100,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,LCA_dropped,LCA_dropped,LCA_dropped,order,0,0,0,0,0,0,1,1,2,0,1,19,6,1,1,0,1,2,9,0,0,6,0,5,4,0,3,1,1,0,4,4,0,0,19,11,4,6,1,4,0,2,6,6,0,0,10,0,55,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,7,0,0,0,0,12,0
Zotu2705,6125,41,97.1620731707317,97.059,95.798,98.611,98.6829268292683,100,91,100,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,LCA_dropped,LCA_dropped,LCA_dropped,order,0,0,0,0,0,0,1,1,2,0,1,21,5,0,1,1,3,0,7,0,0,4,3,5,2,0,3,1,2,0,3,3,1,0,22,8,3,2,0,3,0,2,4,8,0,0,10,0,50,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,2,0,0,0,0,13,0
Zotu2706,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,2,0,2,6,22,3,12,0,3,4,0,3,9,0,0,4,0,4,3,1,2,3,2,0,13,6,1,0,26,0,0,17,5,0,0,2,13,0,0,5,38,0,0,5,13,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,1,0
Zotu2707,46736,80,97.55052500000001,97.768,96.354,98.122,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,1,0,3,9,10,1,16,0,3,2,0,2,5,0,0,6,0,6,0,1,1,0,4,0,11,8,3,0,21,0,0,11,4,1,0,3,21,1,0,5,47,0,0,9,11,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,2,0,3,0,0,0,0,0,0
